id,predict_label,prob_intrinsic,prob_no,prob_extrinsic
ef35e7a1-766f-4455-b349-09084a1f56ba,no,0.044298902,0.91701615,0.038684975
85aac4aa-e53c-4d01-bdcf-e8b27a2cd9bc,intrinsic,0.94142205,0.0020361699,0.056541845
cd056e1b-51f6-4adf-939c-e742645437bf,no,0.008172686,0.9681981,0.023629256
6cc80aa4-44db-4366-8cb6-16453aa8ecbf,intrinsic,0.9648748,0.0014506824,0.033674512
948849cb-0c83-4dc1-b5ae-aaa585a8d528,extrinsic,0.22106408,0.034273755,0.7446622
ac4bb2b6-5a6c-41e9-af82-059cd05c757f,extrinsic,0.013369784,0.0024959517,0.98413426
70edcfef-a1ff-4e0d-a7ed-06903f78bddb,intrinsic,0.96228546,0.002717711,0.034996856
cb9bb593-123e-44a6-8470-684e1f6f5a91,no,0.0111462325,0.9664097,0.022444136
f1f98140-1a32-4364-9ecf-8613b21d6301,no,0.007994656,0.98169553,0.010309904
681ad3ef-40d8-432d-a785-326687b3e0a2,extrinsic,0.020046538,0.0024269738,0.9775264
2414777b-ee45-485a-93dd-ad836fe7b2e5,no,0.02304188,0.9472359,0.02972224
38512c11-3053-41b1-85e6-c71d30bfb052,intrinsic,0.9097827,0.009567687,0.08064957
c3f7b2c5-2bfe-43ff-b174-fa964c4a10f7,extrinsic,0.038826346,0.0035022295,0.9576714
b92d4a02-6d28-45f3-bd74-ad791ca812ad,intrinsic,0.7708386,0.01847909,0.21068229
3ab8ad4b-08ba-47c1-a528-c7853c6fc1e3,extrinsic,0.06640342,0.008419077,0.92517745
972d6eb5-d0d6-412e-a2f1-9684d6043aa4,no,0.11368396,0.8507707,0.035545286
e3eaf887-bdae-409c-9eca-73a0c312632a,intrinsic,0.9453755,0.009732413,0.04489208
37f0e8cd-c00d-4b30-9c6e-0fc1931afc61,no,0.014159649,0.9258271,0.06001329
73314787-848f-423e-af19-78d0e86938fb,intrinsic,0.9086079,0.005368855,0.08602322
37c97670-bf9b-4ddd-b450-a9150bf00328,extrinsic,0.012710243,0.011098745,0.9761909
a11233d9-5ffe-4694-a21b-938b8243e8fc,extrinsic,0.005117365,0.0046853833,0.9901973
b15b9bb9-84b5-41d8-beac-43376d807823,extrinsic,0.01384095,0.003850519,0.9823085
5dea7ec2-2a8c-425f-b299-dbf0a8dca8a6,extrinsic,0.08706753,0.004910739,0.90802175
240f514e-a5ad-441f-b443-315ad09cf1d7,intrinsic,0.95711756,0.00638155,0.03650082
ebcfbb4c-8d88-4b7a-99f9-8fb033acd1ef,extrinsic,0.011830882,0.002700832,0.9854683
c1ae2455-05c8-47e3-bfa1-1f1a66ec7e9d,intrinsic,0.8955628,0.019515006,0.08492221
50fbc7a0-124c-4eeb-b5e4-78339314eef1,no,0.043351967,0.9345884,0.022059672
7923d1cd-8ec1-4860-9009-89cf48b15beb,extrinsic,0.21094772,0.0037599958,0.78529227
c8f77844-d0c5-44f7-8926-646fa8097703,intrinsic,0.9375215,0.0026322217,0.05984628
4a30c070-ac21-4432-94ae-0ac778f37982,extrinsic,0.019897262,0.005901228,0.97420156
54cd2cb9-ff1a-4dbf-928c-babf065f8664,no,0.02807964,0.9358789,0.03604139
bb4ff75a-461b-4843-ab56-ee000781fcd3,no,0.04729497,0.87888217,0.073822826
a7a79883-f042-44a5-9a3a-9181caa5113c,intrinsic,0.95422584,0.005559711,0.040214505
db621a38-fd23-4a98-97d1-5f7e37d5bcd5,extrinsic,0.024824174,0.0033666436,0.97180915
a7e11050-1f7a-4d13-adc1-20247a0bcef6,no,0.05862294,0.8870282,0.0543488
74726714-41f2-4948-9cc9-b01731d663de,intrinsic,0.9035948,0.031229336,0.06517594
56576b55-67f3-40a5-9eaa-52ed855c7b41,no,0.21536914,0.47646648,0.30816433
e599238e-0fba-4225-92b9-9823fb4b98b4,intrinsic,0.97396517,0.0015611472,0.024473725
ca7ddabb-c4ce-48d3-a653-8fd31258f532,intrinsic,0.9475896,0.005505251,0.046905093
16ad0c8c-218a-4b77-975f-81be21d61460,no,0.008090529,0.9749385,0.016970877
89b9889c-e06e-41bf-ade5-61c9701fee37,no,0.007466413,0.96866333,0.023870226
3cf0e6bb-0bdd-40a6-b91e-cdcd92f0f10d,no,0.015529025,0.96139205,0.023078918
63b53a04-1934-4077-bfce-5da9c5efc24e,intrinsic,0.9822297,0.0021761353,0.015594169
1f648a7f-d656-462b-84f3-0dcc7af15fab,intrinsic,0.90644705,0.0068034925,0.08674952
7ad6b02d-ec91-4369-a9de-e05eb24cea58,extrinsic,0.06497844,0.16615862,0.7688629
b85a0468-b43e-423d-89f8-24dbbacb26d5,intrinsic,0.9592678,0.0054149544,0.03531725
fba58b12-8e87-4f32-bfcc-a544623d67e3,intrinsic,0.9649751,0.0026060713,0.032418802
22d6b6da-30a4-49dc-9215-d296bf605c9f,extrinsic,0.1602166,0.01060738,0.829176
345f8a38-a671-4ba0-8002-69ec6c48ffb9,extrinsic,0.3443969,0.059992727,0.59561044
ae9cb661-d85d-4953-a7c8-760584b0f272,extrinsic,0.0039709806,0.0017806505,0.9942484
0468ded3-907e-4fba-9098-f706f468e733,no,0.0044380547,0.9887899,0.006772051
6da9f1e6-8073-40f3-956f-01697939c5bc,intrinsic,0.9822656,0.004105165,0.013629254
f6486f4f-dcfe-43ef-a4cc-c64c8bf7921d,no,0.06316655,0.851264,0.08556944
e7baa793-36ce-4ed0-a108-e28b0113ea3b,extrinsic,0.1934684,0.3888292,0.41770244
018cc4f2-02fa-4fc2-9c60-f6d603113679,extrinsic,0.245814,0.10082066,0.6533654
59218c91-885b-4f94-9bb9-2a551ca60703,extrinsic,0.0036796806,0.0011274484,0.9951929
b1c4bef5-135b-4d8e-9298-fa7a3c697305,extrinsic,0.0107044745,0.0192266,0.97006893
1721ccf6-7fe9-4858-8bc0-93354e0218cf,no,0.29037437,0.399175,0.3104507
0cbac74a-5294-4489-822f-3f777ce410b4,extrinsic,0.03705783,0.014389272,0.9485529
5ac9a6de-72a8-4488-9fba-f1fe54509dae,intrinsic,0.9890266,0.0008346515,0.010138749
84063fa1-9169-458d-9442-2d959ca8cde2,extrinsic,0.0023483806,0.00043370263,0.9972179
036c42e2-b52a-4af1-9c60-85299f014993,no,0.030679412,0.90797865,0.061341878
7c4edd19-c52d-4f9f-9da7-dd44d444a0b3,no,0.035168618,0.9300975,0.034733873
b331ea20-42c9-44d0-b18e-c4a613ad2521,no,0.07423582,0.8801555,0.045608617
03ab9f85-646e-4cc8-8147-3ebf17cf8065,extrinsic,0.007279112,0.0008300585,0.9918908
bbd88b5d-3a86-4205-91d3-583b458a5248,extrinsic,0.0025716922,0.0013147023,0.99611354
cc589b75-3ba5-47d5-bc12-f612729d2e95,extrinsic,0.105669804,0.020226944,0.87410325
0b78143e-f547-47ef-8865-e8efa8fa8047,extrinsic,0.14982982,0.02390388,0.8262663
3ca07882-ae86-4574-bccc-161a28cb404c,intrinsic,0.9638934,0.003326412,0.032780234
0baaafbb-b6ae-4e40-a49c-4260a9af5524,intrinsic,0.95482606,0.0023517194,0.042822216
58cf76c1-435d-4c90-85e9-9734bee59d5f,no,0.027652595,0.9365757,0.03577171
b5f1fa4e-3724-419a-b443-980b5239b34c,no,0.009914525,0.9723198,0.01776568
c832bedc-c942-4ddc-a24f-c41d7b714ead,extrinsic,0.012627069,0.01455634,0.9728166
c3730ea9-4404-42e5-9ffa-694cc013c0c4,extrinsic,0.04028524,0.0034201557,0.95629466
9a89bcd8-2ff9-47b4-ac64-e242215b9aeb,no,0.011039659,0.97363734,0.015323031
fe67a3a8-c077-405e-9515-1d947a530db7,extrinsic,0.039007977,0.0020146605,0.9589773
015a0078-6e1c-45d0-823e-1acb883d77b7,intrinsic,0.65841967,0.0022950168,0.33928522
a6951449-8fb2-404e-bd5d-837c3c58a7c1,intrinsic,0.66287553,0.029182369,0.30794212
dc7f2f33-ac49-476a-b8bf-a10066469d7e,intrinsic,0.7317463,0.01577764,0.25247604
1cecd0c0-4d5d-4ae4-9aff-fff48a3914d3,no,0.009416844,0.97751564,0.013067512
c406f8a1-8d82-47ff-bec2-0c021a5510dc,extrinsic,0.14341703,0.009137001,0.84744596
72adb292-b7a1-4987-b53f-31bc1b510897,no,0.018013848,0.967878,0.014108242
6c499a21-f174-4c5f-8e3c-3ff2bfb47e14,no,0.012310866,0.9684835,0.019205585
a02a0ff9-47b4-4001-955f-6d181ca717c2,intrinsic,0.9607619,0.0010045146,0.038233582
77ba2f48-4c27-4c38-98f2-89fd1288fe29,intrinsic,0.9941421,0.00030053488,0.00555737
ec5c6cdf-1cf9-454f-a75a-8336784a6643,extrinsic,0.045793887,0.0065556495,0.9476505
dbe35a1e-77dd-4995-8e7a-4d004b0976c0,intrinsic,0.89617014,0.0071718297,0.09665795
bcb6cdd2-3d35-4d0d-b8dd-ffa8b500518f,intrinsic,0.99727947,0.00013281792,0.0025877785
8bcdc88f-f898-4d23-8c4a-26681739fa56,intrinsic,0.9764506,0.0064006113,0.01714879
99aa2c4b-df7a-4ecb-b2b1-0930a0c30004,extrinsic,0.05388837,0.013300758,0.9328109
77360f3f-ae04-4a1d-ae29-c9471d1a0f5d,extrinsic,0.021398123,0.0071339766,0.9714679
de3181ac-4d10-41aa-b1c7-ff9eb8e04115,extrinsic,0.055682305,0.002765322,0.94155234
e2a0776c-f98a-451d-b43a-5a0f2ca47b83,extrinsic,0.030076634,0.0038056911,0.9661176
