id,predict_label,prob_intrinsic,prob_no,prob_extrinsic
ef35e7a1-766f-4455-b349-09084a1f56ba,no,0.043852407,0.9177886,0.038359035
85aac4aa-e53c-4d01-bdcf-e8b27a2cd9bc,intrinsic,0.9403163,0.0019956192,0.05768802
cd056e1b-51f6-4adf-939c-e742645437bf,no,0.0075748693,0.96943676,0.022988362
6cc80aa4-44db-4366-8cb6-16453aa8ecbf,intrinsic,0.96399975,0.0013624107,0.034637794
948849cb-0c83-4dc1-b5ae-aaa585a8d528,extrinsic,0.281603,0.036916547,0.68148047
ac4bb2b6-5a6c-41e9-af82-059cd05c757f,extrinsic,0.013285962,0.0028079774,0.9839061
70edcfef-a1ff-4e0d-a7ed-06903f78bddb,intrinsic,0.9627422,0.0026172241,0.034640446
cb9bb593-123e-44a6-8470-684e1f6f5a91,no,0.010293233,0.9680606,0.02164611
f1f98140-1a32-4364-9ecf-8613b21d6301,no,0.007532159,0.9825226,0.009945219
681ad3ef-40d8-432d-a785-326687b3e0a2,extrinsic,0.020455519,0.0023637097,0.9771807
2414777b-ee45-485a-93dd-ad836fe7b2e5,no,0.021457475,0.9490395,0.029502911
38512c11-3053-41b1-85e6-c71d30bfb052,intrinsic,0.9085095,0.009421721,0.082068756
c3f7b2c5-2bfe-43ff-b174-fa964c4a10f7,extrinsic,0.039634693,0.0035948998,0.9567704
b92d4a02-6d28-45f3-bd74-ad791ca812ad,intrinsic,0.76258534,0.01938802,0.21802658
3ab8ad4b-08ba-47c1-a528-c7853c6fc1e3,extrinsic,0.06766682,0.009494186,0.922839
972d6eb5-d0d6-412e-a2f1-9684d6043aa4,no,0.08756534,0.8819647,0.030469958
e3eaf887-bdae-409c-9eca-73a0c312632a,intrinsic,0.94535923,0.00891216,0.045728624
37f0e8cd-c00d-4b30-9c6e-0fc1931afc61,no,0.012981694,0.9331052,0.053913195
73314787-848f-423e-af19-78d0e86938fb,intrinsic,0.90759134,0.0052507846,0.08715781
37c97670-bf9b-4ddd-b450-a9150bf00328,extrinsic,0.013420306,0.011040833,0.97553885
a11233d9-5ffe-4694-a21b-938b8243e8fc,extrinsic,0.0056893835,0.005391182,0.98891944
b15b9bb9-84b5-41d8-beac-43376d807823,extrinsic,0.014480872,0.0041573844,0.9813618
5dea7ec2-2a8c-425f-b299-dbf0a8dca8a6,extrinsic,0.08829905,0.0052787224,0.90642226
