id,predict_label,prob_intrinsic,prob_no,prob_extrinsic
b709059b-b3b6-4ac2-bb88-2c794e2cc219,extrinsic,0.017950146,0.0056053028,0.9764446
7dc35ef5-c4b7-4538-ab90-627b9cbd896e,no,0.060509346,0.76504624,0.17444442
cfdfa010-f61c-4845-91c9-23f79be2b88b,extrinsic,0.06743804,0.011433267,0.92112863
31b33c97-2f59-4e72-8707-f47de204d7f9,extrinsic,0.46761623,0.022764364,0.5096194
a2c83a00-e8b7-4236-86ce-5e0104df074a,intrinsic,0.96668655,0.0034185734,0.029894918
c5972f72-948c-4907-a0d9-5a5077d263eb,intrinsic,0.8105359,0.11294955,0.07651455
c9cb5df4-6c6a-44db-977f-b5a9d59926f0,no,0.029838437,0.8738734,0.096288174
87ae8fca-aa1d-4ba4-bebe-fed2c811dd29,no,0.022079214,0.9400492,0.0378716
faa318fc-0679-486c-98fd-54823a2374f9,intrinsic,0.99907887,8.468517e-05,0.00083646656
1d0a69e2-146d-492a-8c4a-3f77b7395c6a,extrinsic,0.23131809,0.03709495,0.73158693
67e63111-c12d-4c63-be4e-d84f9f532a6b,extrinsic,0.38678956,0.015774658,0.5974358
147fa13b-ed91-442b-aa56-1efa8a3e4484,extrinsic,0.003642789,0.01578509,0.9805721
f3c5798c-82bf-4718-824e-ecbdc5d5ea1f,extrinsic,0.060678784,0.0072738742,0.93204737
74bff9f9-90ba-4a2b-9e94-062f6727b1b4,no,0.0141704185,0.9540008,0.03182875
2ef86070-adc5-4d5b-8f37-b8e8e0711737,extrinsic,0.0063469433,0.006997626,0.9866555
52b16a7d-6c31-4ef0-910b-b3c9524d2aa0,extrinsic,0.09147932,0.0074243657,0.9010963
0cbaa260-29c7-46ba-8762-c19f795c9715,intrinsic,0.9548613,0.009249953,0.035888817
be1605fb-5ddb-4620-a483-e73270ccc3ab,no,0.3644327,0.56357384,0.07199346
a97690f9-2109-450d-b52e-fd66538ac80e,intrinsic,0.93067133,0.003031594,0.06629711
53eda0a3-8b61-423b-9e97-8f9dc7899da5,extrinsic,0.0062816637,0.0012813938,0.99243695
c984c8c1-0505-499f-a418-030a972f87b4,extrinsic,0.023335014,0.0030750898,0.97358984
911e2881-3297-451b-b9f7-a3842688e811,extrinsic,0.18487981,0.049906544,0.7652136
d95f6c1c-bf53-4d9b-8245-ceffa88f5366,extrinsic,0.19244584,0.10559014,0.7019641
3587ff61-22e7-4248-b697-e3b86bafb324,extrinsic,0.48667052,0.024877427,0.4884521
28474ed7-0f88-4b49-9948-d9280f01cdf2,no,0.041832976,0.92795825,0.030208806
1d482b01-5f17-40dc-ae68-2496571cc900,extrinsic,0.037667975,0.0018650156,0.960467
d4df3d68-bbf7-4271-a4e9-a3cca9dd18b5,intrinsic,0.97125334,0.0035087105,0.025238045
6817a7a4-438b-4f6c-9afb-bfdd7640b938,no,0.08867294,0.8439783,0.0673488
9f7e65e5-dc55-421e-8b2b-d5ab62cba1c6,intrinsic,0.97147006,0.004394119,0.024135824
95617e9b-4aad-4e0f-9837-8f3b2f19aab9,no,0.026742473,0.9162019,0.05705561
6a2a73e3-a709-497b-9b21-e43974c8ed11,extrinsic,0.0011648239,0.0007776257,0.99805754
0838092e-cc53-46f2-b70c-698ec63adb92,no,0.004992622,0.986521,0.008486453
ae7ea16b-f316-4c1d-b0d0-7f2a1465cdae,intrinsic,0.90359116,0.0068730707,0.08953571
