id,predict_label,prob_intrinsic,prob_no,prob_extrinsic
ef35e7a1-766f-4455-b349-09084a1f56ba,no,0.028973596,0.9449197,0.026106594
85aac4aa-e53c-4d01-bdcf-e8b27a2cd9bc,intrinsic,0.9622028,0.0015232319,0.036273934
cd056e1b-51f6-4adf-939c-e742645437bf,no,0.008676662,0.9532703,0.03805305
6cc80aa4-44db-4366-8cb6-16453aa8ecbf,intrinsic,0.9547325,0.0018297876,0.043437712
948849cb-0c83-4dc1-b5ae-aaa585a8d528,intrinsic,0.6884585,0.021818547,0.28972292
ac4bb2b6-5a6c-41e9-af82-059cd05c757f,extrinsic,0.02059529,0.0036307718,0.975774
70edcfef-a1ff-4e0d-a7ed-06903f78bddb,intrinsic,0.9841261,0.0014416452,0.014432341
cb9bb593-123e-44a6-8470-684e1f6f5a91,no,0.008853747,0.96469325,0.026452933
f1f98140-1a32-4364-9ecf-8613b21d6301,no,0.0026274298,0.99131596,0.0060565025
681ad3ef-40d8-432d-a785-326687b3e0a2,extrinsic,0.011859993,0.0013705784,0.98676944
2414777b-ee45-485a-93dd-ad836fe7b2e5,no,0.025340082,0.9286771,0.04598289
38512c11-3053-41b1-85e6-c71d30bfb052,intrinsic,0.79799247,0.027980546,0.17402704
c3f7b2c5-2bfe-43ff-b174-fa964c4a10f7,extrinsic,0.06689045,0.00659643,0.92651314
b92d4a02-6d28-45f3-bd74-ad791ca812ad,intrinsic,0.75744855,0.018141054,0.2244104
3ab8ad4b-08ba-47c1-a528-c7853c6fc1e3,extrinsic,0.13106115,0.009099928,0.8598389
972d6eb5-d0d6-412e-a2f1-9684d6043aa4,no,0.11696944,0.83943844,0.04359206
e3eaf887-bdae-409c-9eca-73a0c312632a,intrinsic,0.9149909,0.008896731,0.076112434
37f0e8cd-c00d-4b30-9c6e-0fc1931afc61,no,0.008677729,0.9613862,0.02993606
73314787-848f-423e-af19-78d0e86938fb,intrinsic,0.9049308,0.0043194913,0.09074975
37c97670-bf9b-4ddd-b450-a9150bf00328,extrinsic,0.019475775,0.0118316235,0.96869266
a11233d9-5ffe-4694-a21b-938b8243e8fc,extrinsic,0.009720752,0.006891757,0.9833875
b15b9bb9-84b5-41d8-beac-43376d807823,extrinsic,0.026969366,0.0053535053,0.9676771
5dea7ec2-2a8c-425f-b299-dbf0a8dca8a6,extrinsic,0.09126476,0.0077852285,0.90095
240f514e-a5ad-441f-b443-315ad09cf1d7,intrinsic,0.9528845,0.01102946,0.036086004
ebcfbb4c-8d88-4b7a-99f9-8fb033acd1ef,extrinsic,0.029394295,0.0050526266,0.96555305
c1ae2455-05c8-47e3-bfa1-1f1a66ec7e9d,intrinsic,0.9420948,0.009338927,0.048566226
50fbc7a0-124c-4eeb-b5e4-78339314eef1,no,0.030044472,0.9469605,0.022994928
7923d1cd-8ec1-4860-9009-89cf48b15beb,extrinsic,0.15799181,0.0031392996,0.83886886
c8f77844-d0c5-44f7-8926-646fa8097703,intrinsic,0.94407016,0.0030925814,0.05283732
4a30c070-ac21-4432-94ae-0ac778f37982,extrinsic,0.032002833,0.0075587323,0.9604385
54cd2cb9-ff1a-4dbf-928c-babf065f8664,no,0.019424431,0.9388931,0.0416825
bb4ff75a-461b-4843-ab56-ee000781fcd3,extrinsic,0.3470784,0.28942087,0.36350065
a7a79883-f042-44a5-9a3a-9181caa5113c,intrinsic,0.9500519,0.0070232907,0.042924758
db621a38-fd23-4a98-97d1-5f7e37d5bcd5,extrinsic,0.03545847,0.0061697494,0.95837176
a7e11050-1f7a-4d13-adc1-20247a0bcef6,no,0.03326535,0.920683,0.046051625
74726714-41f2-4948-9cc9-b01731d663de,intrinsic,0.84890485,0.06918579,0.08190932
