id,predict_label,prob_intrinsic,prob_extrinsic,prob_no
b709059b-b3b6-4ac2-bb88-2c794e2cc219,extrinsic,0.0424661,0.9498284,0.0077055637
7dc35ef5-c4b7-4538-ab90-627b9cbd896e,extrinsic,0.041472834,0.94002527,0.01850182
cfdfa010-f61c-4845-91c9-23f79be2b88b,extrinsic,0.022230662,0.9730704,0.004698976
31b33c97-2f59-4e72-8707-f47de204d7f9,intrinsic,0.61917585,0.37426335,0.006560777
a2c83a00-e8b7-4236-86ce-5e0104df074a,intrinsic,0.98832977,0.010698303,0.0009718766
c5972f72-948c-4907-a0d9-5a5077d263eb,intrinsic,0.9659155,0.017450599,0.016633853
c9cb5df4-6c6a-44db-977f-b5a9d59926f0,extrinsic,0.015768563,0.898482,0.085749425
87ae8fca-aa1d-4ba4-bebe-fed2c811dd29,no,0.002026403,0.0031178968,0.99485564
faa318fc-0679-486c-98fd-54823a2374f9,intrinsic,0.9985474,0.0012398314,0.00021268016
1d0a69e2-146d-492a-8c4a-3f77b7395c6a,extrinsic,0.07994281,0.90926707,0.010790139
67e63111-c12d-4c63-be4e-d84f9f532a6b,extrinsic,0.120958984,0.87325937,0.0057816706
147fa13b-ed91-442b-aa56-1efa8a3e4484,no,0.005588466,0.4229134,0.5714981
f3c5798c-82bf-4718-824e-ecbdc5d5ea1f,extrinsic,0.034801386,0.957691,0.007507617
74bff9f9-90ba-4a2b-9e94-062f6727b1b4,no,0.00194703,0.002230742,0.9958222
2ef86070-adc5-4d5b-8f37-b8e8e0711737,extrinsic,0.01952805,0.960785,0.019686935
52b16a7d-6c31-4ef0-910b-b3c9524d2aa0,extrinsic,0.07425446,0.91554815,0.010197447
0cbaa260-29c7-46ba-8762-c19f795c9715,intrinsic,0.99296266,0.0060221055,0.0010153085
be1605fb-5ddb-4620-a483-e73270ccc3ab,intrinsic,0.9736452,0.014169224,0.012185611
a97690f9-2109-450d-b52e-fd66538ac80e,intrinsic,0.93649644,0.06096677,0.0025367779
53eda0a3-8b61-423b-9e97-8f9dc7899da5,extrinsic,0.03033458,0.9623833,0.0072821793
c984c8c1-0505-499f-a418-030a972f87b4,extrinsic,0.016271135,0.97806954,0.0056593176
911e2881-3297-451b-b9f7-a3842688e811,intrinsic,0.6915787,0.30431312,0.004108185
d95f6c1c-bf53-4d9b-8245-ceffa88f5366,extrinsic,0.07176119,0.88884294,0.03939583
3587ff61-22e7-4248-b697-e3b86bafb324,intrinsic,0.92888725,0.062841795,0.0082708625
28474ed7-0f88-4b49-9948-d9280f01cdf2,no,0.013745377,0.005816685,0.9804379
1d482b01-5f17-40dc-ae68-2496571cc900,extrinsic,0.023971861,0.96629715,0.009731043
d4df3d68-bbf7-4271-a4e9-a3cca9dd18b5,intrinsic,0.8834611,0.11303629,0.0035025885
6817a7a4-438b-4f6c-9afb-bfdd7640b938,no,0.2516993,0.015120883,0.7331798
9f7e65e5-dc55-421e-8b2b-d5ab62cba1c6,intrinsic,0.9445786,0.0456284,0.0097929975
95617e9b-4aad-4e0f-9837-8f3b2f19aab9,no,0.027016465,0.043443974,0.9295395
6a2a73e3-a709-497b-9b21-e43974c8ed11,extrinsic,0.020792712,0.97138244,0.007824901
0838092e-cc53-46f2-b70c-698ec63adb92,no,0.0064558093,0.007892861,0.98565125
ae7ea16b-f316-4c1d-b0d0-7f2a1465cdae,intrinsic,0.66284096,0.3324941,0.004664892
6753d640-2495-4e56-b7ba-7a0cba741d42,extrinsic,0.021091603,0.97449815,0.0044102925
fba48cb8-665c-4d8b-9cd3-affa84bd973a,intrinsic,0.8526942,0.049007874,0.09829796
dd3de1a6-21f0-43fa-a50b-55ba853e1f2d,no,0.014693047,0.15427211,0.83103484
c42af041-9f49-411a-8b6f-0bf4ceec1cd3,intrinsic,0.8181533,0.17631449,0.005532176
24f0ade9-de2a-44de-bdd4-c0e8ee9e768f,intrinsic,0.99113196,0.007501643,0.0013664159
6cdb1a88-d3b1-416d-a3ab-89a52f6cd2cd,intrinsic,0.93038064,0.06727975,0.002339573
833ef7fb-8da2-4e02-824a-9401668f1c23,intrinsic,0.9793117,0.018718943,0.0019693538
7575b8cf-4deb-44c9-9329-071da25d919b,extrinsic,0.04053273,0.9514588,0.008008476
719b4a68-6b6a-4c55-9e4f-9b91ac42c80f,no,0.00402291,0.009808342,0.9861688
a1886042-c759-4987-8ca1-6b0bcd0e7cf3,extrinsic,0.0629936,0.93085456,0.006151886
73276dc7-d9d9-4c7d-9490-f16944ab5600,intrinsic,0.9979976,0.0016486091,0.0003538647
0527270b-eb9f-4f9c-969e-990d4fedf740,intrinsic,0.65474415,0.04497028,0.30028558
f05c0dec-152e-45b5-bd67-4877d24f8f6b,extrinsic,0.17699812,0.81433266,0.008669145
b95e1113-c4de-4a71-840e-ca737e60222d,intrinsic,0.92443,0.07313807,0.0024319266
65473e52-7738-405c-a3b3-fbc5896e03bd,extrinsic,0.45222488,0.46519455,0.08258057
93895c19-e978-4d68-9f62-7dc9dd0c8793,intrinsic,0.9838874,0.014984202,0.0011284633
f3659a06-b537-4fd0-95e1-d5cc2f8bde4f,intrinsic,0.96944785,0.02876414,0.0017880826
9c463d20-ed7f-4b76-baa5-12c214987315,no,0.02640529,0.0055493233,0.9680454
dd205f51-9579-496f-86cb-c48c6921ad95,intrinsic,0.99865735,0.001048535,0.0002940975
6ba0f481-14ce-4268-be62-2ee1912f313a,no,0.0062350538,0.022679528,0.9710854
9380ad73-a84c-44ec-9f3f-a8081c6558d3,extrinsic,0.03222296,0.6289548,0.33882222
256bdd5a-fb4a-43da-8c0d-06c0bc27871b,intrinsic,0.9611516,0.037167188,0.0016811569
8e49b0bb-92fd-4794-8172-dc200f89ad1d,intrinsic,0.5916563,0.4037971,0.0045466423
1f28d882-0bac-4f12-a5d0-10425958259c,intrinsic,0.99802065,0.0016624414,0.00031698006
32ca8a1c-2a40-4bf0-87ca-3706dfe69ba7,intrinsic,0.7058604,0.2862968,0.007842785
0ce11603-74e6-420b-be2a-73ad36a04cf3,no,0.0050966972,0.004839646,0.9900636
03a5b309-cc61-4bd0-a4b7-f0727f834cd9,intrinsic,0.9969633,0.002604964,0.00043162538
6dd5e6db-7bc2-4681-b25c-fbfd4c299ef3,extrinsic,0.038053904,0.9564436,0.005502451
57362930-a2b1-4881-a67e-0de662709881,extrinsic,0.03588283,0.8883114,0.075805806
f85980d1-9e99-42e9-a078-d2d1f51a84a8,extrinsic,0.038926207,0.9537515,0.0073222583
9ad500c2-252f-4cf9-a724-9a5461de8e21,intrinsic,0.5973833,0.036194086,0.36642253
83bde43e-6ab5-4440-8694-b36e763ab138,intrinsic,0.9956149,0.0036978228,0.000687272
6e4fc174-49f9-47d5-9259-6fde9d5d3c18,extrinsic,0.02562835,0.96959287,0.0047788857
288bafa4-5e05-4c33-8441-f8ba187661ce,intrinsic,0.9906096,0.00854166,0.00084869575
8896fcbf-9580-426c-a48e-799819e884e8,no,0.0034107636,0.005087932,0.99150133
d2b0536a-5175-4152-8fda-955f3bc0c1cf,no,0.013294586,0.008156236,0.9785492
4bf428bf-f017-4e60-a58d-69f6ab1db1ef,extrinsic,0.29319006,0.70106864,0.0057412502
8407795d-fc74-45dc-b951-d75b9f0cb91a,no,0.0016527872,0.0064534275,0.9918937
60f3cd4d-8f5f-462e-bdc8-103b143ccf6d,no,0.013254459,0.0058948128,0.9808507
ff4d20c6-3283-4254-add8-253627510e66,extrinsic,0.015334791,0.9808881,0.0037770541
b27a3cb5-dd27-4bac-b41f-ee81715e0d51,no,0.009063747,0.015213447,0.9757228
d110d07b-1870-4435-adc9-ca265ec03ac4,extrinsic,0.013708951,0.9825501,0.0037409982
df45d856-d981-4991-bd75-1e8cc9947cc4,intrinsic,0.9870437,0.011267776,0.0016884876
089856d3-082c-4846-998e-b35f19a97876,extrinsic,0.17098676,0.809612,0.019401254
65864497-7f4e-4c5b-a9fd-b8f3cdd71f28,no,0.08838163,0.28167105,0.6299473
7b06f09b-ed14-4192-913e-6d6a1bb8f2db,extrinsic,0.021538964,0.9624198,0.0160412
b55a4411-fc0f-48df-9803-5b7600701314,intrinsic,0.99393904,0.0052249786,0.0008359491
8fe37da7-6997-482b-beb0-704212e970c6,intrinsic,0.9288417,0.06898755,0.0021707541
af7d20c7-0d77-4207-a3f2-4ec7ee61680b,extrinsic,0.008352785,0.9876579,0.003989273
4b978a58-d835-4550-ab3d-f1583cea4ca4,extrinsic,0.018510344,0.83427614,0.14721355
1629a816-e3ba-45bc-b0ba-90b9de853bfe,no,0.0044655562,0.0068329293,0.98870146
1975efcd-c7fc-4375-98b5-aee3e177da4c,extrinsic,0.120269425,0.8491297,0.030600913
90f39fe9-8961-47c8-83a6-61663a8166f1,extrinsic,0.018000782,0.97852224,0.0034769045
9f9837fe-a9a6-48b8-ac88-7576d11bcfc5,intrinsic,0.9782616,0.020600919,0.0011374963
d2a133cc-6604-4d9c-8a6a-7a03a06871d7,no,0.014808066,0.0161345,0.96905744
b7ebf9e3-9dea-4933-a140-e7a6527c1df8,no,0.0008289076,0.0024207742,0.99675035
84e92bc9-fef5-4393-9368-0f9082abd4cd,intrinsic,0.9426295,0.0553153,0.002055103
ccfc5fa2-05ed-4682-bec3-f34c54ab7dd7,no,0.07494484,0.28190127,0.6431539
f833b079-b02e-43a5-942e-7cd82701e826,extrinsic,0.04205604,0.89747745,0.060466573
cc59c1cf-858c-45f7-ac83-501e3e4d32a0,intrinsic,0.982659,0.016326476,0.0010146057
a13e7165-b9e2-496e-944f-624cb8b22840,no,0.010418792,0.13386054,0.85572064
f3640a0a-5db5-41ea-9b54-35c9ccdc1c48,extrinsic,0.031426903,0.9650294,0.0035436635
76e1958a-19e9-494d-82da-ee4ed2965fe3,extrinsic,0.03135296,0.55983144,0.40881562
bef3a421-7c31-422c-89b2-53379ab1af10,intrinsic,0.7564922,0.24013613,0.0033716836
a3a2f092-d3ba-46f1-bef0-0d43d3fc00fd,extrinsic,0.034425378,0.9602175,0.005357198
e15a2c06-fb77-498e-89ed-d4cda4eaf418,intrinsic,0.98353356,0.015118712,0.0013477603
c02d7d3b-5f50-4568-aad4-0bbfe710f482,no,0.0522471,0.009744694,0.9380082
d8ad115e-8777-4a25-b84a-40d434d2ae71,extrinsic,0.021633537,0.9723617,0.0060046967
32e7a3fa-1818-4228-a11d-89de3191be12,extrinsic,0.03579416,0.95936006,0.0048457514
d907e74f-8c5f-42fa-9cfc-5f5f79dde00a,intrinsic,0.9750278,0.021306377,0.003665886
fd301105-2147-471e-ae04-a18a07ee0804,no,0.0010133588,0.0024694796,0.9965172
2f8d2653-6fad-4996-891b-b805c08a2f4e,extrinsic,0.06940682,0.92370665,0.0068864753
1b195dde-72ae-489b-a21a-525eaf468913,no,0.0011808523,0.0024349992,0.99638414
5f600ddf-c105-42d7-8688-52fbe91b2c67,no,0.005642031,0.0033381446,0.9910198
1b5eee76-c3e3-4960-9e87-09c53d139a7a,no,0.009939558,0.0040497878,0.9860107
2771f5fe-ab85-4f6e-a8bc-9e7fe3a05bee,intrinsic,0.8228137,0.17471893,0.0024673806
d42d7476-5270-4125-89b1-7fb7ea45dc8c,intrinsic,0.97269225,0.018645175,0.008662568
e8d6bc64-4b57-43d9-90c5-045f9fc66b7b,no,0.2720269,0.085767336,0.64220583
c460e3e1-e7e4-476c-b8e6-400e0d3cccc1,no,0.023153218,0.0068385485,0.97000825
0136221d-c3ce-4986-8502-486fe86406fe,extrinsic,0.3597054,0.6299434,0.010351252
20756147-7473-469e-a22c-3a384dfe48e9,intrinsic,0.88700604,0.09484613,0.018147856
e6207295-8b56-4430-973b-b586334e3271,intrinsic,0.54684246,0.44054487,0.01261262
e18b2e6e-239e-42a6-a3c6-0862b7a0bf66,no,0.0011118512,0.002539979,0.9963482
3a282882-ccee-4136-9488-164e36271480,no,0.007815184,0.006391681,0.9857932
e0dd1ce1-fb5d-4d8c-9a15-7fafa8e41dd0,intrinsic,0.97423446,0.02042059,0.00534488
fdbd59a5-f0df-4a76-b1d9-28a55363b01c,extrinsic,0.08142436,0.9027652,0.015810452
fbdc72df-ca19-40a8-b5a8-fba45cae9081,extrinsic,0.21717301,0.77486503,0.007962037
3d0a8bde-658b-44f8-9ec2-5f0b61b39592,intrinsic,0.96616817,0.03201197,0.001819862
7664310b-92e4-43d7-8110-7d9ea3b842bd,no,0.005661796,0.023414299,0.97092396
830e6e6d-dd88-4d7c-ba77-a3c99efae165,intrinsic,0.8972917,0.048666954,0.054041307
982e279f-06cd-4c89-87aa-f44b8f335c1b,no,0.013901218,0.011053145,0.9750456
e71fa3b3-9443-49ea-a7fb-109e15acd48b,no,0.11337803,0.11691045,0.76971155
70d8edbd-8c63-45d2-a230-e159773a1bef,intrinsic,0.98777324,0.009584716,0.00264196
4b1214c2-0d35-42f7-a05b-c82986f2efb3,no,0.0149467345,0.010055564,0.9749977
c61d6fa0-1fae-46bf-ab20-7081478ab11d,no,0.14049423,0.07336309,0.7861427
c0b94542-5346-4a28-82ff-7748e2325510,no,0.2935495,0.1855846,0.52086586
56fd33c4-9d26-47cf-a11f-8eec87286ed0,intrinsic,0.965471,0.03238129,0.002147583
0dd54bd9-59de-4d82-a647-b3a12ec70ca1,no,0.029503977,0.009829019,0.960667
99f2bf5d-e7aa-430e-8869-ba28b9ab2e56,intrinsic,0.99710935,0.0022826605,0.00060795003
81086ad5-6432-4461-8acb-8bf31497db8c,intrinsic,0.99519485,0.0043625967,0.0004425495
d4e6b0b9-34c7-493c-abaf-69f5639775d3,no,0.00859168,0.02065806,0.9707502
23f21852-6dcf-4ea3-bdff-2e7c9baa6fcc,intrinsic,0.67224103,0.30921924,0.018539801
53a4fc54-20b5-4a81-8514-c84815ea58a5,intrinsic,0.98858833,0.009466163,0.0019454423
645f1565-4910-4be6-b4f1-383a0e782da9,no,0.007320842,0.0031940402,0.9894851
3604e359-1d64-4239-b40c-2bf85850d30a,no,0.016813213,0.07089364,0.9122932
6f235f13-4011-4337-a395-75f779095cd4,no,0.0010481579,0.0024950495,0.9964568
87eebba1-88f3-4bb7-a40e-21f8fef43383,intrinsic,0.9724582,0.026179655,0.0013621215
5854b5db-3b17-41b5-a140-836b3adcadd0,extrinsic,0.028631607,0.96854097,0.0028273966
dd71e459-9eb0-4aaf-af8e-000250b16a6c,extrinsic,0.014895899,0.98232114,0.0027829325
b7ac89d0-2e13-473c-a01e-a8d0c2acf667,intrinsic,0.92819965,0.06916482,0.0026355905
e6920c88-2785-40af-9245-aea04aa81f32,no,0.002244749,0.0023133561,0.9954419
8b0acca3-c469-46b3-b4a8-41b9b0cb95eb,no,0.004476512,0.00264622,0.9928773
450408cf-89da-42ac-a4e0-c22b303e8d03,no,0.1477837,0.020875694,0.83134055
75314246-18e8-47ec-b012-c94288ee55c7,no,0.45417747,0.043652106,0.5021704
13bec668-1364-4ad8-9b98-a4f2ddfdac96,extrinsic,0.014134864,0.979595,0.006270047
d79a0908-ccb6-4a7b-a136-e45fbb40cab1,extrinsic,0.025658038,0.96847713,0.005864824
903b5abe-386e-4688-9a60-090164e87ac5,no,0.018037554,0.007911257,0.97405124
ef5217a8-ddf8-4c69-a577-eba06883a47b,no,0.004681779,0.010200056,0.98511815
bd1c521f-a89c-4f3c-ae66-3213effe919f,intrinsic,0.9339425,0.06075218,0.0053053554
9b03f897-e303-45fd-99a8-04ad6f1ac3ac,intrinsic,0.9874885,0.009349477,0.00316207
a72295d4-eff5-4d50-8b28-38c0d41d46c4,intrinsic,0.99627656,0.0033860789,0.0003373106
e35d2ed4-9227-4ccc-8be7-a465d4d0bdc9,extrinsic,0.09656211,0.8933566,0.010081278
7092a5bb-91bc-4326-8c0d-a93fc22ca17c,extrinsic,0.04000183,0.9553234,0.004674797
79468a93-9874-43f1-8889-3b8bd2d9cd28,no,0.01830889,0.028397586,0.9532935
d04af7ef-086b-4dd2-9462-d4314cbe600a,intrinsic,0.99860567,0.0011691154,0.00022526813
36285282-31ca-451d-a293-52691422344c,no,0.052248567,0.005217289,0.9425342
ecfea44b-ff1e-418d-906f-8ebaf1b3ffc1,extrinsic,0.015829634,0.98239523,0.0017751467
63aef649-8f02-46c2-8588-9966b78376f2,extrinsic,0.019341798,0.97728276,0.0033755566
41bd6622-45bc-4fa2-9f08-2fa44e8c731c,intrinsic,0.98001856,0.018034963,0.0019464147
4a0b9871-d7b8-4c80-b84f-179da0442e75,no,0.0015250958,0.0023281819,0.9961467
da83ece8-a746-4cc8-b25e-619f3e447d8c,extrinsic,0.011654416,0.9858673,0.0024782335
9a5ab87a-b9e8-40a1-b99c-66b5670e89e5,intrinsic,0.96067274,0.034309894,0.0050173462
d21770fe-9094-4312-93b0-76b7b493744d,extrinsic,0.01708892,0.9791079,0.0038032024
54f9f08a-874e-4a92-ad18-dc3846f196b8,no,0.012511067,0.025100144,0.9623888
92024210-de28-457e-88ef-a0dc751fb30a,intrinsic,0.984037,0.014024818,0.0019382446
9fbc72fd-4300-4e4f-a93f-9387bb21f4a6,intrinsic,0.72665596,0.26522264,0.0081213275
f1bc5ce8-4c76-4207-97d9-90a749ac4d6f,intrinsic,0.9677949,0.026875116,0.0053299805
85bb5209-027c-40ed-90ab-e9ae80b2aacc,no,0.1594926,0.11185687,0.7286505
523bf72c-012d-4458-b1c4-5d5de5dbee09,no,0.08470866,0.0057888567,0.9095025
21ad0f9e-4e98-4493-a79a-7fe518262dba,intrinsic,0.9231857,0.07250603,0.004308289
21e8277c-ece0-4c6d-8241-14fc01c1f341,no,0.043371543,0.33211732,0.6245112
a60d2858-9853-4a85-8a66-012971ffca9f,no,0.0018452408,0.00242519,0.9957295
4c905586-5b38-4e71-9157-c2930c8ef07c,extrinsic,0.23686586,0.56162375,0.20151043
8ad85409-86b7-4be9-a268-2d4c1474bebb,no,0.010994985,0.010854874,0.9781502
122b124f-91c0-452c-b066-417f72ac75b0,no,0.06497425,0.024902679,0.91012305
c40c8d57-8846-4486-9f80-c6129660db56,no,0.013201435,0.0053337803,0.9814648
1883856a-4ac3-44fc-b6da-f81984156a65,extrinsic,0.043453846,0.9497959,0.006750221
7afa31da-c29e-44bb-b024-77797da9bf21,intrinsic,0.94462246,0.052328568,0.0030489773
90979102-f245-4a5a-88e5-f783bb99140f,no,0.0030244517,0.003219822,0.9937557
91afe2f2-7db3-4a49-8cc1-30663b7e9978,intrinsic,0.9473109,0.046835713,0.0058532697
e302be7a-b024-47f4-bfbf-30c5a1a9f53f,extrinsic,0.23138668,0.75748897,0.011124336
1ae0843c-552a-4111-ac9f-fd37ed37d97a,no,0.027616687,0.1859298,0.7864535
d0538b22-df66-4e91-a8d7-79a257f06546,extrinsic,0.03927506,0.9543313,0.0063937395
7a83034e-bef4-4579-8c46-ab6ad270f07a,no,0.06802935,0.03683076,0.8951399
80618f95-d0bc-4c4f-9443-b92dc97483bb,extrinsic,0.06384266,0.9260525,0.010104794
1dd98f3e-c961-435e-b748-3a0f4c69ba0e,extrinsic,0.01684645,0.97906303,0.004090602
e28838d0-c48c-4d92-8773-b3a514cddc8a,intrinsic,0.9751194,0.021668445,0.003212203
f33f1fb1-a1c7-483a-83da-ad75a92c4470,no,0.0660258,0.049023893,0.88495034
934c5895-7790-4dcf-b640-b14af84edd92,extrinsic,0.06582365,0.91976005,0.014416262
7efba304-016c-4f50-aac5-73098aa1b5d8,extrinsic,0.014436093,0.97023576,0.015328106
83035e2a-9e3b-4e2e-88ec-cd8019863ca6,extrinsic,0.27695644,0.38330784,0.33973572
dd9dd4af-e6e1-46e3-a104-0a19cf035726,intrinsic,0.99131244,0.0077055194,0.000982035
c4aff211-b3ad-4962-8bc6-c98017275b53,extrinsic,0.018261882,0.9782533,0.0034848605
c8fed078-2a3d-4228-983d-650f0ad013d6,intrinsic,0.9260385,0.06893519,0.005026321
03d73e83-0234-476e-86cd-4ccd434baccf,intrinsic,0.9805322,0.01593685,0.0035309375
