id,predict_label,prob_intrinsic,prob_no,prob_extrinsic
b709059b-b3b6-4ac2-bb88-2c794e2cc219,extrinsic,0.01885168,0.004419964,0.9767284
7dc35ef5-c4b7-4538-ab90-627b9cbd896e,no,0.083321944,0.69997877,0.21669924
cfdfa010-f61c-4845-91c9-23f79be2b88b,extrinsic,0.064280696,0.011544073,0.9241752
31b33c97-2f59-4e72-8707-f47de204d7f9,extrinsic,0.15845512,0.018269107,0.8232758
a2c83a00-e8b7-4236-86ce-5e0104df074a,intrinsic,0.97645515,0.0023115843,0.021233208
c5972f72-948c-4907-a0d9-5a5077d263eb,intrinsic,0.84193826,0.05691346,0.1011483
c9cb5df4-6c6a-44db-977f-b5a9d59926f0,extrinsic,0.16192955,0.33063436,0.5074361
87ae8fca-aa1d-4ba4-bebe-fed2c811dd29,no,0.03790126,0.91608095,0.046017863
faa318fc-0679-486c-98fd-54823a2374f9,intrinsic,0.9995449,3.0154595e-05,0.0004249352
1d0a69e2-146d-492a-8c4a-3f77b7395c6a,extrinsic,0.14697136,0.022866718,0.8301619
67e63111-c12d-4c63-be4e-d84f9f532a6b,extrinsic,0.2248772,0.019454403,0.75566834
147fa13b-ed91-442b-aa56-1efa8a3e4484,extrinsic,0.01204035,0.0172158,0.97074383
f3c5798c-82bf-4718-824e-ecbdc5d5ea1f,extrinsic,0.074007936,0.009198508,0.9167936
74bff9f9-90ba-4a2b-9e94-062f6727b1b4,no,0.016439555,0.946755,0.0368054
2ef86070-adc5-4d5b-8f37-b8e8e0711737,extrinsic,0.0090613635,0.007234108,0.9837045
52b16a7d-6c31-4ef0-910b-b3c9524d2aa0,extrinsic,0.083129585,0.0048840675,0.91198635
0cbaa260-29c7-46ba-8762-c19f795c9715,intrinsic,0.9683339,0.005738589,0.025927542
be1605fb-5ddb-4620-a483-e73270ccc3ab,intrinsic,0.72262233,0.20229465,0.07508309
a97690f9-2109-450d-b52e-fd66538ac80e,intrinsic,0.89632416,0.0049949386,0.09868097
53eda0a3-8b61-423b-9e97-8f9dc7899da5,extrinsic,0.012295653,0.0024861586,0.9852182
c984c8c1-0505-499f-a418-030a972f87b4,extrinsic,0.033680666,0.007749546,0.95856977
911e2881-3297-451b-b9f7-a3842688e811,extrinsic,0.2072825,0.06502936,0.7276882
d95f6c1c-bf53-4d9b-8245-ceffa88f5366,extrinsic,0.21144082,0.14394057,0.6446186
3587ff61-22e7-4248-b697-e3b86bafb324,extrinsic,0.17938901,0.049358085,0.77125293
28474ed7-0f88-4b49-9948-d9280f01cdf2,no,0.05650185,0.9128121,0.030686028
1d482b01-5f17-40dc-ae68-2496571cc900,extrinsic,0.03396321,0.0045246505,0.96151215
d4df3d68-bbf7-4271-a4e9-a3cca9dd18b5,intrinsic,0.96034324,0.0046542464,0.035002474
6817a7a4-438b-4f6c-9afb-bfdd7640b938,no,0.012617043,0.92847353,0.058909386
9f7e65e5-dc55-421e-8b2b-d5ab62cba1c6,intrinsic,0.96443504,0.0037397647,0.031825226
95617e9b-4aad-4e0f-9837-8f3b2f19aab9,no,0.026914874,0.9180388,0.05504625
6a2a73e3-a709-497b-9b21-e43974c8ed11,extrinsic,0.005533248,0.001936834,0.9925299
