id,predict_label,prob_extrinsic,prob_no,prob_intrinsic
b709059b-b3b6-4ac2-bb88-2c794e2cc219,extrinsic,0.9371314,0.0069697998,0.0558988
7dc35ef5-c4b7-4538-ab90-627b9cbd896e,extrinsic,0.9547541,0.015978634,0.029267175
cfdfa010-f61c-4845-91c9-23f79be2b88b,extrinsic,0.9594844,0.0052522733,0.035263255
31b33c97-2f59-4e72-8707-f47de204d7f9,extrinsic,0.686877,0.067413814,0.24570915
a2c83a00-e8b7-4236-86ce-5e0104df074a,intrinsic,0.078445435,0.005263538,0.91629106
c5972f72-948c-4907-a0d9-5a5077d263eb,no,0.02689841,0.89990324,0.07319842
c9cb5df4-6c6a-44db-977f-b5a9d59926f0,extrinsic,0.76355696,0.19564477,0.040798232
87ae8fca-aa1d-4ba4-bebe-fed2c811dd29,no,0.013444853,0.96819425,0.018360905
faa318fc-0679-486c-98fd-54823a2374f9,intrinsic,0.01838635,0.0022359064,0.9793777
1d0a69e2-146d-492a-8c4a-3f77b7395c6a,extrinsic,0.5712337,0.013897784,0.41486856
67e63111-c12d-4c63-be4e-d84f9f532a6b,extrinsic,0.94099444,0.0052787317,0.053726755
147fa13b-ed91-442b-aa56-1efa8a3e4484,no,0.37292257,0.57580906,0.05126837
f3c5798c-82bf-4718-824e-ecbdc5d5ea1f,extrinsic,0.96653664,0.004179868,0.029283497
74bff9f9-90ba-4a2b-9e94-062f6727b1b4,no,0.016416186,0.9684424,0.015141461
2ef86070-adc5-4d5b-8f37-b8e8e0711737,extrinsic,0.9008118,0.047303706,0.05188453
52b16a7d-6c31-4ef0-910b-b3c9524d2aa0,extrinsic,0.947652,0.008440625,0.04390737
0cbaa260-29c7-46ba-8762-c19f795c9715,intrinsic,0.021575691,0.0037501797,0.97467417
be1605fb-5ddb-4620-a483-e73270ccc3ab,no,0.033124916,0.82366693,0.14320812
a97690f9-2109-450d-b52e-fd66538ac80e,extrinsic,0.5000332,0.09906919,0.40089762
53eda0a3-8b61-423b-9e97-8f9dc7899da5,extrinsic,0.9665904,0.0045515397,0.028858062
c984c8c1-0505-499f-a418-030a972f87b4,extrinsic,0.963804,0.0047317077,0.031464275
911e2881-3297-451b-b9f7-a3842688e811,intrinsic,0.049451966,0.0024085867,0.9481395
d95f6c1c-bf53-4d9b-8245-ceffa88f5366,no,0.14701809,0.7280367,0.12494517
3587ff61-22e7-4248-b697-e3b86bafb324,no,0.0077458047,0.98033696,0.011917173
28474ed7-0f88-4b49-9948-d9280f01cdf2,no,0.018003445,0.9539899,0.028006569
1d482b01-5f17-40dc-ae68-2496571cc900,extrinsic,0.941323,0.004997212,0.053679816
d4df3d68-bbf7-4271-a4e9-a3cca9dd18b5,extrinsic,0.6115869,0.029063733,0.3593493
6817a7a4-438b-4f6c-9afb-bfdd7640b938,no,0.012858886,0.9741939,0.012947195
9f7e65e5-dc55-421e-8b2b-d5ab62cba1c6,intrinsic,0.028299179,0.0038844363,0.9678164
95617e9b-4aad-4e0f-9837-8f3b2f19aab9,no,0.056795113,0.903424,0.039780974
