id,predict_label,prob_intrinsic,prob_no,prob_extrinsic
b709059b-b3b6-4ac2-bb88-2c794e2cc219,extrinsic,0.035427984,0.0076464405,0.95692563
7dc35ef5-c4b7-4538-ab90-627b9cbd896e,no,0.093496114,0.6307405,0.27576333
cfdfa010-f61c-4845-91c9-23f79be2b88b,extrinsic,0.07629636,0.008929294,0.91477436
31b33c97-2f59-4e72-8707-f47de204d7f9,extrinsic,0.31156772,0.01562806,0.6728042
a2c83a00-e8b7-4236-86ce-5e0104df074a,intrinsic,0.9719598,0.0030773277,0.024962932
c5972f72-948c-4907-a0d9-5a5077d263eb,intrinsic,0.84363544,0.07135473,0.08500979
c9cb5df4-6c6a-44db-977f-b5a9d59926f0,no,0.0414284,0.8648005,0.09377111
87ae8fca-aa1d-4ba4-bebe-fed2c811dd29,no,0.01771872,0.95329607,0.028985206
faa318fc-0679-486c-98fd-54823a2374f9,intrinsic,0.99887997,0.000121310906,0.0009986594
1d0a69e2-146d-492a-8c4a-3f77b7395c6a,extrinsic,0.19230008,0.038489856,0.76921004
67e63111-c12d-4c63-be4e-d84f9f532a6b,intrinsic,0.7543005,0.013921615,0.23177788
147fa13b-ed91-442b-aa56-1efa8a3e4484,extrinsic,0.01010012,0.024905875,0.964994
f3c5798c-82bf-4718-824e-ecbdc5d5ea1f,extrinsic,0.13612089,0.033566188,0.8303129
74bff9f9-90ba-4a2b-9e94-062f6727b1b4,no,0.013137268,0.9593354,0.027527323
2ef86070-adc5-4d5b-8f37-b8e8e0711737,extrinsic,0.011871571,0.007526976,0.98060143
52b16a7d-6c31-4ef0-910b-b3c9524d2aa0,extrinsic,0.08228815,0.006918887,0.91079295
0cbaa260-29c7-46ba-8762-c19f795c9715,intrinsic,0.9586013,0.0071524708,0.034246214
be1605fb-5ddb-4620-a483-e73270ccc3ab,intrinsic,0.620453,0.3018627,0.07768439
a97690f9-2109-450d-b52e-fd66538ac80e,intrinsic,0.90814185,0.004384471,0.0874737
53eda0a3-8b61-423b-9e97-8f9dc7899da5,extrinsic,0.021711893,0.0026174448,0.9756707
c984c8c1-0505-499f-a418-030a972f87b4,extrinsic,0.027033428,0.0023074728,0.97065914
911e2881-3297-451b-b9f7-a3842688e811,extrinsic,0.22272307,0.06603215,0.71124476
d95f6c1c-bf53-4d9b-8245-ceffa88f5366,extrinsic,0.26998648,0.18431482,0.5456987
3587ff61-22e7-4248-b697-e3b86bafb324,intrinsic,0.88439745,0.006695547,0.10890702
28474ed7-0f88-4b49-9948-d9280f01cdf2,no,0.022904811,0.95967263,0.017422495
1d482b01-5f17-40dc-ae68-2496571cc900,extrinsic,0.04963641,0.001825203,0.9485384
d4df3d68-bbf7-4271-a4e9-a3cca9dd18b5,intrinsic,0.9709328,0.0035488072,0.025518367
6817a7a4-438b-4f6c-9afb-bfdd7640b938,no,0.016329909,0.95417494,0.029495101
9f7e65e5-dc55-421e-8b2b-d5ab62cba1c6,intrinsic,0.97274226,0.003884601,0.023373062
95617e9b-4aad-4e0f-9837-8f3b2f19aab9,no,0.030390609,0.8890984,0.08051105
6a2a73e3-a709-497b-9b21-e43974c8ed11,extrinsic,0.0065729357,0.0014789021,0.9919482
0838092e-cc53-46f2-b70c-698ec63adb92,no,0.008940041,0.9818157,0.009244275
ae7ea16b-f316-4c1d-b0d0-7f2a1465cdae,intrinsic,0.8768111,0.013220136,0.10996883
6753d640-2495-4e56-b7ba-7a0cba741d42,extrinsic,0.12859122,0.021371422,0.85003734
fba48cb8-665c-4d8b-9cd3-affa84bd973a,intrinsic,0.5192943,0.04627399,0.4344316
dd3de1a6-21f0-43fa-a50b-55ba853e1f2d,extrinsic,0.060749967,0.037391607,0.9018584
c42af041-9f49-411a-8b6f-0bf4ceec1cd3,intrinsic,0.8492177,0.014551183,0.13623114
24f0ade9-de2a-44de-bdd4-c0e8ee9e768f,intrinsic,0.97211546,0.0025464543,0.025338024
6cdb1a88-d3b1-416d-a3ab-89a52f6cd2cd,intrinsic,0.8870232,0.0111025395,0.10187426
833ef7fb-8da2-4e02-824a-9401668f1c23,intrinsic,0.9636551,0.003490783,0.032854132
7575b8cf-4deb-44c9-9329-071da25d919b,extrinsic,0.043860503,0.0055775708,0.9505619
719b4a68-6b6a-4c55-9e4f-9b91ac42c80f,no,0.004438381,0.9890141,0.006547509
a1886042-c759-4987-8ca1-6b0bcd0e7cf3,extrinsic,0.03705078,0.006667239,0.956282
73276dc7-d9d9-4c7d-9490-f16944ab5600,intrinsic,0.9915684,0.0025954351,0.005836238
