id,predict_label,prob_extrinsic,prob_no,prob_intrinsic
ef35e7a1-766f-4455-b349-09084a1f56ba,no,0.0036761612,0.9894264,0.006897547
85aac4aa-e53c-4d01-bdcf-e8b27a2cd9bc,intrinsic,0.10026954,0.003262393,0.89646804
cd056e1b-51f6-4adf-939c-e742645437bf,intrinsic,0.025242968,0.0034778912,0.9712792
6cc80aa4-44db-4366-8cb6-16453aa8ecbf,intrinsic,0.030051472,0.002411488,0.96753705
948849cb-0c83-4dc1-b5ae-aaa585a8d528,intrinsic,0.015247976,0.0020775695,0.9826744
ac4bb2b6-5a6c-41e9-af82-059cd05c757f,extrinsic,0.9640479,0.007375525,0.028576545
70edcfef-a1ff-4e0d-a7ed-06903f78bddb,intrinsic,0.013472728,0.0019212961,0.984606
cb9bb593-123e-44a6-8470-684e1f6f5a91,no,0.008683807,0.9799517,0.011364533
f1f98140-1a32-4364-9ecf-8613b21d6301,no,0.0115976315,0.9764579,0.011944414
681ad3ef-40d8-432d-a785-326687b3e0a2,extrinsic,0.9794027,0.0040249666,0.016572325
2414777b-ee45-485a-93dd-ad836fe7b2e5,no,0.011733131,0.9764084,0.011858351
38512c11-3053-41b1-85e6-c71d30bfb052,extrinsic,0.8231021,0.027625946,0.14927195
c3f7b2c5-2bfe-43ff-b174-fa964c4a10f7,extrinsic,0.9202097,0.014240965,0.06554928
b92d4a02-6d28-45f3-bd74-ad791ca812ad,intrinsic,0.10689827,0.04501172,0.84809
3ab8ad4b-08ba-47c1-a528-c7853c6fc1e3,extrinsic,0.9674124,0.004088441,0.028499106
972d6eb5-d0d6-412e-a2f1-9684d6043aa4,no,0.014020671,0.9420896,0.04388972
e3eaf887-bdae-409c-9eca-73a0c312632a,intrinsic,0.40555266,0.009513903,0.58493346
37f0e8cd-c00d-4b30-9c6e-0fc1931afc61,no,0.027111579,0.93522435,0.037664
73314787-848f-423e-af19-78d0e86938fb,intrinsic,0.03573083,0.002531769,0.9617374
37c97670-bf9b-4ddd-b450-a9150bf00328,extrinsic,0.85070777,0.07209284,0.07719934
