id,predict_label,prob_extrinsic,prob_no,prob_intrinsic
ef35e7a1-766f-4455-b349-09084a1f56ba,no,0.024295304,0.9570139,0.018690739
85aac4aa-e53c-4d01-bdcf-e8b27a2cd9bc,intrinsic,0.010127373,0.00096886925,0.9889038
cd056e1b-51f6-4adf-939c-e742645437bf,intrinsic,0.022894138,0.10180645,0.87529945
6cc80aa4-44db-4366-8cb6-16453aa8ecbf,intrinsic,0.02691621,0.0020603687,0.9710234
948849cb-0c83-4dc1-b5ae-aaa585a8d528,intrinsic,0.011119343,0.0018095914,0.9870711
ac4bb2b6-5a6c-41e9-af82-059cd05c757f,extrinsic,0.96204585,0.016971573,0.020982584
70edcfef-a1ff-4e0d-a7ed-06903f78bddb,intrinsic,0.019251233,0.0031698786,0.9775788
cb9bb593-123e-44a6-8470-684e1f6f5a91,no,0.0045355465,0.9832376,0.012226756
f1f98140-1a32-4364-9ecf-8613b21d6301,no,0.0085595185,0.9745204,0.016920134
681ad3ef-40d8-432d-a785-326687b3e0a2,extrinsic,0.9845063,0.002684862,0.012808851
2414777b-ee45-485a-93dd-ad836fe7b2e5,no,0.027579749,0.8045677,0.16785249
38512c11-3053-41b1-85e6-c71d30bfb052,intrinsic,0.090363,0.002376702,0.90726024
c3f7b2c5-2bfe-43ff-b174-fa964c4a10f7,extrinsic,0.7964444,0.010990245,0.1925653
b92d4a02-6d28-45f3-bd74-ad791ca812ad,intrinsic,0.1103949,0.008243407,0.88136166
3ab8ad4b-08ba-47c1-a528-c7853c6fc1e3,extrinsic,0.95023847,0.004574472,0.045187145
972d6eb5-d0d6-412e-a2f1-9684d6043aa4,no,0.07691031,0.64754444,0.2755452
e3eaf887-bdae-409c-9eca-73a0c312632a,intrinsic,0.36822397,0.02298323,0.6087928
37f0e8cd-c00d-4b30-9c6e-0fc1931afc61,no,0.011078056,0.95192385,0.036998037
73314787-848f-423e-af19-78d0e86938fb,intrinsic,0.41576242,0.007311135,0.5769264
37c97670-bf9b-4ddd-b450-a9150bf00328,no,0.43989998,0.49637997,0.06372007
a11233d9-5ffe-4694-a21b-938b8243e8fc,no,0.25084567,0.71568507,0.033469208
b15b9bb9-84b5-41d8-beac-43376d807823,extrinsic,0.9750299,0.007428141,0.017541986
5dea7ec2-2a8c-425f-b299-dbf0a8dca8a6,extrinsic,0.88377213,0.009374688,0.10685312
240f514e-a5ad-441f-b443-315ad09cf1d7,intrinsic,0.0656031,0.003369601,0.9310273
ebcfbb4c-8d88-4b7a-99f9-8fb033acd1ef,extrinsic,0.96256185,0.007791012,0.02964713
c1ae2455-05c8-47e3-bfa1-1f1a66ec7e9d,intrinsic,0.009907418,0.00065947353,0.9894331
50fbc7a0-124c-4eeb-b5e4-78339314eef1,no,0.019168671,0.9690541,0.011777275
7923d1cd-8ec1-4860-9009-89cf48b15beb,extrinsic,0.94746333,0.0058002668,0.0467364
c8f77844-d0c5-44f7-8926-646fa8097703,intrinsic,0.018989408,0.0011568218,0.9798537
4a30c070-ac21-4432-94ae-0ac778f37982,extrinsic,0.95703,0.013042121,0.029927973
54cd2cb9-ff1a-4dbf-928c-babf065f8664,no,0.062640734,0.86521786,0.072141446
bb4ff75a-461b-4843-ab56-ee000781fcd3,no,0.1454324,0.8057662,0.04880144
a7a79883-f042-44a5-9a3a-9181caa5113c,intrinsic,0.033554096,0.0014064139,0.96503955
db621a38-fd23-4a98-97d1-5f7e37d5bcd5,extrinsic,0.9428545,0.0063445484,0.050800867
a7e11050-1f7a-4d13-adc1-20247a0bcef6,no,0.006554087,0.980571,0.012874987
74726714-41f2-4948-9cc9-b01731d663de,intrinsic,0.01329681,0.1468353,0.8398679
56576b55-67f3-40a5-9eaa-52ed855c7b41,no,0.013257515,0.9755298,0.011212634
e599238e-0fba-4225-92b9-9823fb4b98b4,intrinsic,0.023009814,0.013977623,0.9630126
ca7ddabb-c4ce-48d3-a653-8fd31258f532,intrinsic,0.019532505,0.0014784872,0.97898895
16ad0c8c-218a-4b77-975f-81be21d61460,no,0.20741324,0.71692234,0.07566448
89b9889c-e06e-41bf-ade5-61c9701fee37,no,0.006417452,0.98499656,0.008586043
3cf0e6bb-0bdd-40a6-b91e-cdcd92f0f10d,no,0.0058306465,0.9866077,0.007561676
63b53a04-1934-4077-bfce-5da9c5efc24e,intrinsic,0.022595726,0.0015644631,0.97583985
1f648a7f-d656-462b-84f3-0dcc7af15fab,intrinsic,0.11440157,0.003804976,0.8817935
7ad6b02d-ec91-4369-a9de-e05eb24cea58,no,0.0127196945,0.98055,0.0067303255
b85a0468-b43e-423d-89f8-24dbbacb26d5,intrinsic,0.009331674,0.0005616972,0.99010664
fba58b12-8e87-4f32-bfcc-a544623d67e3,intrinsic,0.018080998,0.012490263,0.9694287
22d6b6da-30a4-49dc-9215-d296bf605c9f,extrinsic,0.9021128,0.007454954,0.090432264
345f8a38-a671-4ba0-8002-69ec6c48ffb9,extrinsic,0.92786944,0.005921531,0.066209026
ae9cb661-d85d-4953-a7c8-760584b0f272,extrinsic,0.9748891,0.004267049,0.020843813
0468ded3-907e-4fba-9098-f706f468e733,no,0.01119986,0.9801246,0.008675563
6da9f1e6-8073-40f3-956f-01697939c5bc,intrinsic,0.00477123,0.0028236539,0.9924051
f6486f4f-dcfe-43ef-a4cc-c64c8bf7921d,no,0.010790086,0.9753769,0.013833027
e7baa793-36ce-4ed0-a108-e28b0113ea3b,no,0.0061211786,0.98295885,0.010919998
018cc4f2-02fa-4fc2-9c60-f6d603113679,intrinsic,0.12266705,0.008968618,0.86836433
59218c91-885b-4f94-9bb9-2a551ca60703,extrinsic,0.9895437,0.006399706,0.0040566255
b1c4bef5-135b-4d8e-9298-fa7a3c697305,extrinsic,0.8109384,0.016886754,0.17217481
1721ccf6-7fe9-4858-8bc0-93354e0218cf,no,0.043395888,0.90878,0.04782413
0cbac74a-5294-4489-822f-3f777ce410b4,extrinsic,0.9343944,0.022421401,0.043184225
5ac9a6de-72a8-4488-9fba-f1fe54509dae,intrinsic,0.00558041,0.0014621156,0.9929575
84063fa1-9169-458d-9442-2d959ca8cde2,extrinsic,0.96846765,0.0065716603,0.024960687
036c42e2-b52a-4af1-9c60-85299f014993,no,0.019077616,0.9742827,0.006639666
7c4edd19-c52d-4f9f-9da7-dd44d444a0b3,intrinsic,0.020461153,0.16535088,0.81418794
b331ea20-42c9-44d0-b18e-c4a613ad2521,no,0.019466372,0.97002655,0.010507069
03ab9f85-646e-4cc8-8147-3ebf17cf8065,extrinsic,0.9809872,0.0034141082,0.015598679
bbd88b5d-3a86-4205-91d3-583b458a5248,extrinsic,0.97027326,0.002189642,0.02753713
cc589b75-3ba5-47d5-bc12-f612729d2e95,intrinsic,0.02966234,0.016388685,0.95394903
0b78143e-f547-47ef-8865-e8efa8fa8047,extrinsic,0.92712957,0.027255777,0.04561469
3ca07882-ae86-4574-bccc-161a28cb404c,intrinsic,0.021930171,0.2561711,0.7218987
0baaafbb-b6ae-4e40-a49c-4260a9af5524,intrinsic,0.03179687,0.002199527,0.9660036
58cf76c1-435d-4c90-85e9-9734bee59d5f,intrinsic,0.0668633,0.39567327,0.5374634
b5f1fa4e-3724-419a-b443-980b5239b34c,no,0.0050459183,0.9871395,0.007814578
c832bedc-c942-4ddc-a24f-c41d7b714ead,extrinsic,0.98070633,0.004842534,0.014451141
c3730ea9-4404-42e5-9ffa-694cc013c0c4,intrinsic,0.10728068,0.003779204,0.88894016
