id,predict_label,prob_extrinsic,prob_no,prob_intrinsic
b709059b-b3b6-4ac2-bb88-2c794e2cc219,extrinsic,0.9881909,0.0035721052,0.008237043
7dc35ef5-c4b7-4538-ab90-627b9cbd896e,extrinsic,0.9098206,0.052110128,0.038069237
cfdfa010-f61c-4845-91c9-23f79be2b88b,extrinsic,0.96526986,0.016760658,0.017969517
31b33c97-2f59-4e72-8707-f47de204d7f9,extrinsic,0.50920475,0.0072551426,0.48354015
a2c83a00-e8b7-4236-86ce-5e0104df074a,intrinsic,0.010887947,0.0024530527,0.98665893
c5972f72-948c-4907-a0d9-5a5077d263eb,no,0.02448912,0.94675726,0.028753746
c9cb5df4-6c6a-44db-977f-b5a9d59926f0,extrinsic,0.9776659,0.009444944,0.012889126
87ae8fca-aa1d-4ba4-bebe-fed2c811dd29,no,0.0043430175,0.9882655,0.0073914956
faa318fc-0679-486c-98fd-54823a2374f9,intrinsic,0.006886792,0.0018860489,0.9912272
1d0a69e2-146d-492a-8c4a-3f77b7395c6a,extrinsic,0.5291162,0.016068317,0.45481548
67e63111-c12d-4c63-be4e-d84f9f532a6b,intrinsic,0.4865761,0.007292769,0.5061312
147fa13b-ed91-442b-aa56-1efa8a3e4484,extrinsic,0.53462946,0.42497838,0.040392198
f3c5798c-82bf-4718-824e-ecbdc5d5ea1f,extrinsic,0.98146445,0.0021530807,0.016382486
74bff9f9-90ba-4a2b-9e94-062f6727b1b4,no,0.0035816801,0.989253,0.007165277
2ef86070-adc5-4d5b-8f37-b8e8e0711737,no,0.19307044,0.7820499,0.024879633
52b16a7d-6c31-4ef0-910b-b3c9524d2aa0,extrinsic,0.72671396,0.21334656,0.059939466
0cbaa260-29c7-46ba-8762-c19f795c9715,intrinsic,0.006002156,0.0030950168,0.99090284
be1605fb-5ddb-4620-a483-e73270ccc3ab,intrinsic,0.027523538,0.03696733,0.9355092
a97690f9-2109-450d-b52e-fd66538ac80e,intrinsic,0.06473087,0.0048426655,0.9304265
53eda0a3-8b61-423b-9e97-8f9dc7899da5,extrinsic,0.985873,0.002374359,0.011752658
c984c8c1-0505-499f-a418-030a972f87b4,extrinsic,0.97740734,0.004128877,0.018463803
