id,predict_label,prob_extrinsic,prob_no,prob_intrinsic
ef35e7a1-766f-4455-b349-09084a1f56ba,no,0.004301367,0.9926865,0.0030121366
85aac4aa-e53c-4d01-bdcf-e8b27a2cd9bc,extrinsic,0.7776681,0.03509319,0.1872387
cd056e1b-51f6-4adf-939c-e742645437bf,intrinsic,0.14987537,0.007817492,0.8423071
6cc80aa4-44db-4366-8cb6-16453aa8ecbf,intrinsic,0.012540931,0.002785238,0.98467386
948849cb-0c83-4dc1-b5ae-aaa585a8d528,intrinsic,0.0077738864,0.003833556,0.98839253
ac4bb2b6-5a6c-41e9-af82-059cd05c757f,extrinsic,0.95432705,0.016269118,0.029403863
70edcfef-a1ff-4e0d-a7ed-06903f78bddb,intrinsic,0.005840207,0.003417235,0.9907425
cb9bb593-123e-44a6-8470-684e1f6f5a91,no,0.0048839496,0.99151856,0.0035975187
f1f98140-1a32-4364-9ecf-8613b21d6301,no,0.0057698237,0.9898074,0.004422793
681ad3ef-40d8-432d-a785-326687b3e0a2,extrinsic,0.9719819,0.0048509813,0.02316719
2414777b-ee45-485a-93dd-ad836fe7b2e5,no,0.00751785,0.9875075,0.0049746665
38512c11-3053-41b1-85e6-c71d30bfb052,extrinsic,0.8468726,0.040975854,0.11215152
c3f7b2c5-2bfe-43ff-b174-fa964c4a10f7,extrinsic,0.9399306,0.013846786,0.046222545
b92d4a02-6d28-45f3-bd74-ad791ca812ad,intrinsic,0.23484059,0.023728026,0.74143136
3ab8ad4b-08ba-47c1-a528-c7853c6fc1e3,extrinsic,0.9664697,0.00405448,0.029475892
972d6eb5-d0d6-412e-a2f1-9684d6043aa4,no,0.031512126,0.9008014,0.067686416
e3eaf887-bdae-409c-9eca-73a0c312632a,intrinsic,0.36332503,0.03175895,0.60491604
37f0e8cd-c00d-4b30-9c6e-0fc1931afc61,no,0.01906845,0.96699864,0.01393287
73314787-848f-423e-af19-78d0e86938fb,intrinsic,0.06079057,0.0016304336,0.937579
37c97670-bf9b-4ddd-b450-a9150bf00328,extrinsic,0.9140811,0.02055324,0.065365724
a11233d9-5ffe-4694-a21b-938b8243e8fc,no,0.034269575,0.9545162,0.011214314
b15b9bb9-84b5-41d8-beac-43376d807823,extrinsic,0.9512821,0.004398866,0.044319116
5dea7ec2-2a8c-425f-b299-dbf0a8dca8a6,extrinsic,0.9617226,0.0044767223,0.033800688
240f514e-a5ad-441f-b443-315ad09cf1d7,intrinsic,0.012423864,0.0025202797,0.9850559
ebcfbb4c-8d88-4b7a-99f9-8fb033acd1ef,extrinsic,0.95236945,0.0071174954,0.040513042
c1ae2455-05c8-47e3-bfa1-1f1a66ec7e9d,intrinsic,0.0078115617,0.0036987602,0.9884897
50fbc7a0-124c-4eeb-b5e4-78339314eef1,no,0.022211477,0.9680323,0.009756265
7923d1cd-8ec1-4860-9009-89cf48b15beb,extrinsic,0.88489926,0.021451345,0.09364934
