id,predict_label,prob_extrinsic,prob_no,prob_intrinsic
b709059b-b3b6-4ac2-bb88-2c794e2cc219,extrinsic,0.9613571,0.0034584932,0.035184428
7dc35ef5-c4b7-4538-ab90-627b9cbd896e,extrinsic,0.9727223,0.0049378043,0.022339951
cfdfa010-f61c-4845-91c9-23f79be2b88b,extrinsic,0.9590394,0.003560707,0.037399925
31b33c97-2f59-4e72-8707-f47de204d7f9,extrinsic,0.580972,0.32352743,0.09550059
a2c83a00-e8b7-4236-86ce-5e0104df074a,intrinsic,0.030477822,0.003563903,0.9659583
c5972f72-948c-4907-a0d9-5a5077d263eb,no,0.019332599,0.9586851,0.021982217
c9cb5df4-6c6a-44db-977f-b5a9d59926f0,extrinsic,0.78608495,0.17531978,0.038595263
87ae8fca-aa1d-4ba4-bebe-fed2c811dd29,no,0.006908337,0.9867343,0.0063573914
faa318fc-0679-486c-98fd-54823a2374f9,intrinsic,0.010263975,0.0040372517,0.98569876
1d0a69e2-146d-492a-8c4a-3f77b7395c6a,extrinsic,0.72435725,0.024498157,0.25114465
67e63111-c12d-4c63-be4e-d84f9f532a6b,extrinsic,0.90632355,0.00511745,0.088559054
147fa13b-ed91-442b-aa56-1efa8a3e4484,extrinsic,0.5293271,0.42462817,0.046044797
f3c5798c-82bf-4718-824e-ecbdc5d5ea1f,extrinsic,0.96946645,0.0031190831,0.027414434
74bff9f9-90ba-4a2b-9e94-062f6727b1b4,no,0.003850784,0.9936319,0.0025173216
2ef86070-adc5-4d5b-8f37-b8e8e0711737,extrinsic,0.8461213,0.088530265,0.06534843
52b16a7d-6c31-4ef0-910b-b3c9524d2aa0,extrinsic,0.9182023,0.019415015,0.06238267
0cbaa260-29c7-46ba-8762-c19f795c9715,intrinsic,0.013251964,0.004466871,0.9822811
be1605fb-5ddb-4620-a483-e73270ccc3ab,no,0.019543042,0.95385444,0.026602492
a97690f9-2109-450d-b52e-fd66538ac80e,extrinsic,0.7791774,0.051914815,0.16890776
53eda0a3-8b61-423b-9e97-8f9dc7899da5,extrinsic,0.9693964,0.004497685,0.026105909
c984c8c1-0505-499f-a418-030a972f87b4,extrinsic,0.95623904,0.005292129,0.03846885
911e2881-3297-451b-b9f7-a3842688e811,intrinsic,0.020008344,0.001832657,0.97815895
d95f6c1c-bf53-4d9b-8245-ceffa88f5366,extrinsic,0.68270785,0.21488358,0.10240859
3587ff61-22e7-4248-b697-e3b86bafb324,no,0.00613624,0.9892657,0.0045980387
28474ed7-0f88-4b49-9948-d9280f01cdf2,no,0.03986665,0.8859592,0.074174136
1d482b01-5f17-40dc-ae68-2496571cc900,extrinsic,0.96520907,0.003072248,0.03171865
d4df3d68-bbf7-4271-a4e9-a3cca9dd18b5,intrinsic,0.15604044,0.0046754996,0.83928406
6817a7a4-438b-4f6c-9afb-bfdd7640b938,no,0.0056826235,0.9911437,0.0031737592
9f7e65e5-dc55-421e-8b2b-d5ab62cba1c6,intrinsic,0.010250237,0.0031593945,0.9865904
95617e9b-4aad-4e0f-9837-8f3b2f19aab9,no,0.16157399,0.7487718,0.08965421
6a2a73e3-a709-497b-9b21-e43974c8ed11,extrinsic,0.8411902,0.02600403,0.13280573
0838092e-cc53-46f2-b70c-698ec63adb92,no,0.0039845323,0.9927129,0.003302479
ae7ea16b-f316-4c1d-b0d0-7f2a1465cdae,intrinsic,0.02803903,0.0025854632,0.9693755
6753d640-2495-4e56-b7ba-7a0cba741d42,extrinsic,0.9202815,0.009941443,0.06977705
