id,predict_label,prob_intrinsic,prob_extrinsic,prob_no
b709059b-b3b6-4ac2-bb88-2c794e2cc219,extrinsic,0.03916418,0.9554897,0.0053462163
7dc35ef5-c4b7-4538-ab90-627b9cbd896e,extrinsic,0.03989864,0.9215763,0.03852503
cfdfa010-f61c-4845-91c9-23f79be2b88b,extrinsic,0.008667881,0.98944247,0.0018897206
31b33c97-2f59-4e72-8707-f47de204d7f9,intrinsic,0.6331663,0.3575975,0.009236148
a2c83a00-e8b7-4236-86ce-5e0104df074a,intrinsic,0.96674645,0.031913657,0.0013398725
c5972f72-948c-4907-a0d9-5a5077d263eb,no,0.3969026,0.04117232,0.56192505
c9cb5df4-6c6a-44db-977f-b5a9d59926f0,extrinsic,0.011334126,0.85518175,0.13348408
87ae8fca-aa1d-4ba4-bebe-fed2c811dd29,no,0.0021118831,0.004827996,0.9930601
faa318fc-0679-486c-98fd-54823a2374f9,intrinsic,0.99909747,0.0007498706,0.00015272222
1d0a69e2-146d-492a-8c4a-3f77b7395c6a,extrinsic,0.12588055,0.8649188,0.009200543
67e63111-c12d-4c63-be4e-d84f9f532a6b,extrinsic,0.17416577,0.82278585,0.0030483606
147fa13b-ed91-442b-aa56-1efa8a3e4484,extrinsic,0.0044973977,0.9203953,0.07510728
f3c5798c-82bf-4718-824e-ecbdc5d5ea1f,extrinsic,0.010497805,0.9871967,0.002305578
74bff9f9-90ba-4a2b-9e94-062f6727b1b4,no,0.002630953,0.003319798,0.9940493
2ef86070-adc5-4d5b-8f37-b8e8e0711737,extrinsic,0.008184573,0.9791663,0.012649071
52b16a7d-6c31-4ef0-910b-b3c9524d2aa0,extrinsic,0.037672356,0.9488788,0.0134488605
0cbaa260-29c7-46ba-8762-c19f795c9715,intrinsic,0.9944535,0.0047863605,0.0007600994
be1605fb-5ddb-4620-a483-e73270ccc3ab,intrinsic,0.97617334,0.009022498,0.014804093
a97690f9-2109-450d-b52e-fd66538ac80e,intrinsic,0.9422166,0.055575337,0.0022080643
53eda0a3-8b61-423b-9e97-8f9dc7899da5,extrinsic,0.065205865,0.93109995,0.003694209
c984c8c1-0505-499f-a418-030a972f87b4,extrinsic,0.004969787,0.9926402,0.002389923
911e2881-3297-451b-b9f7-a3842688e811,intrinsic,0.51790893,0.47806433,0.0040267063
d95f6c1c-bf53-4d9b-8245-ceffa88f5366,extrinsic,0.049655687,0.90905386,0.041290443
3587ff61-22e7-4248-b697-e3b86bafb324,intrinsic,0.85356814,0.13492031,0.01151157
28474ed7-0f88-4b49-9948-d9280f01cdf2,no,0.012144708,0.008733664,0.9791216
1d482b01-5f17-40dc-ae68-2496571cc900,extrinsic,0.025320912,0.95515,0.019529037
d4df3d68-bbf7-4271-a4e9-a3cca9dd18b5,intrinsic,0.857916,0.13786486,0.004219189
6817a7a4-438b-4f6c-9afb-bfdd7640b938,intrinsic,0.6102845,0.051978964,0.3377365
9f7e65e5-dc55-421e-8b2b-d5ab62cba1c6,intrinsic,0.8322147,0.036254328,0.13153085
95617e9b-4aad-4e0f-9837-8f3b2f19aab9,no,0.01731767,0.0556069,0.92707545
6a2a73e3-a709-497b-9b21-e43974c8ed11,extrinsic,0.0065040546,0.98969215,0.0038038203
0838092e-cc53-46f2-b70c-698ec63adb92,no,0.0023935135,0.00915195,0.9884545
ae7ea16b-f316-4c1d-b0d0-7f2a1465cdae,intrinsic,0.73272246,0.2635842,0.0036933743
6753d640-2495-4e56-b7ba-7a0cba741d42,extrinsic,0.0669043,0.9254702,0.0076255566
fba48cb8-665c-4d8b-9cd3-affa84bd973a,intrinsic,0.88701177,0.05113559,0.061852608
dd3de1a6-21f0-43fa-a50b-55ba853e1f2d,no,0.02266678,0.12419002,0.85314316
c42af041-9f49-411a-8b6f-0bf4ceec1cd3,intrinsic,0.7773711,0.21554203,0.007086811
24f0ade9-de2a-44de-bdd4-c0e8ee9e768f,intrinsic,0.99472934,0.003894554,0.0013760994
6cdb1a88-d3b1-416d-a3ab-89a52f6cd2cd,intrinsic,0.82390505,0.17356122,0.002533667
833ef7fb-8da2-4e02-824a-9401668f1c23,intrinsic,0.9890615,0.010003355,0.00093524327
7575b8cf-4deb-44c9-9329-071da25d919b,extrinsic,0.028225068,0.9674038,0.004371158
719b4a68-6b6a-4c55-9e4f-9b91ac42c80f,no,0.0022568114,0.0131118065,0.98463136
a1886042-c759-4987-8ca1-6b0bcd0e7cf3,extrinsic,0.08669913,0.90959746,0.0037033649
73276dc7-d9d9-4c7d-9490-f16944ab5600,intrinsic,0.9987835,0.001000704,0.00021570388
0527270b-eb9f-4f9c-969e-990d4fedf740,intrinsic,0.8332935,0.027712906,0.13899356
f05c0dec-152e-45b5-bd67-4877d24f8f6b,extrinsic,0.18151505,0.8121471,0.00633782
b95e1113-c4de-4a71-840e-ca737e60222d,intrinsic,0.8390125,0.15705979,0.0039277473
65473e52-7738-405c-a3b3-fbc5896e03bd,extrinsic,0.3009756,0.44912782,0.24989666
93895c19-e978-4d68-9f62-7dc9dd0c8793,intrinsic,0.93030155,0.06732689,0.0023716104
f3659a06-b537-4fd0-95e1-d5cc2f8bde4f,intrinsic,0.90901935,0.08779461,0.0031860105
9c463d20-ed7f-4b76-baa5-12c214987315,no,0.0030639174,0.0047440333,0.9921921
dd205f51-9579-496f-86cb-c48c6921ad95,intrinsic,0.9991124,0.00066143146,0.00022619338
6ba0f481-14ce-4268-be62-2ee1912f313a,no,0.0014009683,0.013073706,0.9855253
9380ad73-a84c-44ec-9f3f-a8081c6558d3,no,0.0496735,0.26384658,0.6864799
