id,predict_label,prob_extrinsic,prob_no,prob_intrinsic
ef35e7a1-766f-4455-b349-09084a1f56ba,no,0.008487982,0.98329437,0.008217698
85aac4aa-e53c-4d01-bdcf-e8b27a2cd9bc,intrinsic,0.00582839,0.0014612242,0.99271035
cd056e1b-51f6-4adf-939c-e742645437bf,intrinsic,0.0035367901,0.016424043,0.9800392
6cc80aa4-44db-4366-8cb6-16453aa8ecbf,intrinsic,0.048264295,0.0027333014,0.9490024
948849cb-0c83-4dc1-b5ae-aaa585a8d528,intrinsic,0.0030168248,0.00073037844,0.9962528
ac4bb2b6-5a6c-41e9-af82-059cd05c757f,extrinsic,0.8419799,0.13192792,0.02609219
70edcfef-a1ff-4e0d-a7ed-06903f78bddb,intrinsic,0.0060174786,0.0014572586,0.9925252
cb9bb593-123e-44a6-8470-684e1f6f5a91,no,0.011614246,0.9517898,0.036595978
f1f98140-1a32-4364-9ecf-8613b21d6301,no,0.0043601426,0.991098,0.004541902
681ad3ef-40d8-432d-a785-326687b3e0a2,extrinsic,0.98908514,0.0016449259,0.009269883
2414777b-ee45-485a-93dd-ad836fe7b2e5,no,0.010505174,0.95042026,0.03907457
38512c11-3053-41b1-85e6-c71d30bfb052,intrinsic,0.022290893,0.0021766427,0.97553253
c3f7b2c5-2bfe-43ff-b174-fa964c4a10f7,extrinsic,0.9108439,0.008798297,0.0803578
b92d4a02-6d28-45f3-bd74-ad791ca812ad,intrinsic,0.25483978,0.021748966,0.7234113
3ab8ad4b-08ba-47c1-a528-c7853c6fc1e3,extrinsic,0.97707874,0.0026721107,0.02024921
972d6eb5-d0d6-412e-a2f1-9684d6043aa4,intrinsic,0.048093826,0.015632628,0.9362735
e3eaf887-bdae-409c-9eca-73a0c312632a,intrinsic,0.06860086,0.0019033874,0.92949575
37f0e8cd-c00d-4b30-9c6e-0fc1931afc61,no,0.013225637,0.8962614,0.090512976
73314787-848f-423e-af19-78d0e86938fb,intrinsic,0.01625265,0.0012740644,0.98247325
37c97670-bf9b-4ddd-b450-a9150bf00328,extrinsic,0.9066265,0.02948519,0.063888334
